id,text
"FUN.29","In PCV and PSV mode there shall be the possibility to ISO 80601-2- press a single button to initiate an Inspiratory Pause 12 (IP) that closes both inspiratory and expiratory valve at 201.107.2 the end of the inspiratory phase as long as the operator holds the button but no longer than 40 sec Rationale: The Inspiratory Pause will, allowing for the measurement of the Plateau Pressure (PP), the pressure reached inside the alveoli at the end of the inspiratory cy- cle. PP may be lower than the target inspiratory pressure Pinsp provided by the ventilator. The difference between PP and the PEEP is called Driving Pressure, DP (DP = PP - PEEP)."
"FUN.30","The high-level operation sequence shall follow the scheme shown in Figure 2.1 2.1.1 Safety Related Functional Requirements This section covers the functional requirements imposed on the system based on the initiating events necessitating mitigating functions. ID Requirement / Rationale Input Ref. 13 2 System Requirements"
"FUN.31","Any normal operating mode or identified failure mode of ISO 80601-2- the system and its components shall always result in a 12 state of the system that is safe for the patient. Rationale: patient safety is primary concern"
"FUN.32","In a worst-case failure, the controller shall leave the sys- ISO 80601-2- tem in a state that allows the patient to inhale and exhale 12 unimpeded. 201.13.2.103 Rationale: patient safety is primary concern"
"FUN.33","Any power failure shall leave the system in a state ISO 80601-2- that allows the patient to inhale and exhale unimpeded. 12 Rationale: patient safety is primary concern"
"FUN.34","Any failure of the gas supply shall leave the system in a state that allows the patient to inhale and exhale unim- peded. Rationale: patient safety is primary concern"
"FUN.35","The system shall prevent airborne contaminants (partic- ulate, viral, bacterial) being delivered from the ventilator to the patient. Rationale: patient safety is primary concern"
"FUN.36","The system shall prevent patient expiratory viral and bac- terial contaminants from entering the atmosphere. Rationale: need to ensure that clinicians and other pa- tients are not exposed"
"FUN.37","The system shall have an internal power source that al- ISO 80601-2- lows operation for 120 minutes past the failure of the ex- 12 ternal power source. Rationale: regulatory requirement"
"FUN.38","The system shall have clearly ranked (high/medium/low ISO 60601-1-8 priority) visual alarms. Rationale: regulatory requirement Rationale: regulatory requirement"
"FUN.38.1","The system shall raise an alarm when a parameter value goes outside the range defined for its associated alarm."
"FUN.39","The system shall prompt the user before ventilation is started to enter user-controlled alarm thresholds for"
"SAV.3","- SAV.9 Rationale: alarm thresholds may vary from patient to pa- tientThe system shall raise an alarm (at least low prior- ity) when the minimum inspiratory airway pressure (Min Pinsp ) is not achieved."
"FUN.40","The system shall react to the inspiratory airway pressure"
"SAV.4",") (e.g. by coughing) by truncating the inspiratory phase and immediately transitioning to expiration, quickly re- lieving the pressure. Rationale: need to avoid excessive pressure in the lungsThe system shall raise a high priority alarm when the ISO 80601- peak inspiratory airway pressure (Max Pinsp) is exceeded. 2-12 201.12.4.106 (b1)"
"FUN.41","A failure of the GUI (e.g. GUI freezes) or a loss of commu- nication between the GUI and the Controller shall raise a high-priority alarm and any ongoing ventilation process shall not be interrupted. Rationale: in order to keep the patient safe, the venti- lation needs to continue even if there is no connection between the controller and the GUI 14 2.2 Measured and displayed parameters"
"FUN.42","The communication between Controller and GUI shall be reliable. 2.2 Measured and displayed parameters ID Requirement / Rationale Input Ref. The system shall measure and display the following values for the patient: Rationale: regulatory requirement"
"FUN.43","Respiratory rate (RR) of the patient measured by the ventilator, in units of breaths per minute (bpm)."
"FUN.44","Peak inspiratory pressure (Peak Pinsp ) measured for the most recent breath."
"FUN.45","Positive end expiratory pressure (PEEP) measured (in cmH2O) for the most recent breath."
"FUN.46","Tidal volume (Vtidal) measured for the most recent breath (in mL)."
"FUN.47","Minute volume (VE) measured (in slpm) by the ventila- tor."
"FUN.48","Fraction of inspired oxygen (FiO2)."
"FUN.48.1","The user shall set the desired FiO2 value from which the +-3% alarm limits are derived. The input FiO2 value will have to be manually adjusted by the user until the desired FiO2 value is displayed. Indication in waveform Rationale: regulatory requirement"
"FUN.49","Instantaneous airway pressure (PAW), measured in cmH2O."
"FUN.50","Instantaneous flow, measured in slpm."
"FUN.51","Instantaneous tidal volume (Vtidal), measured in mL. Parameters set by the user Rationale: regulatory requirement"
"FUN.52","Ratio of Inspiratory time to Expiratory time (I:E)."
"FUN.53","Maximum inspiratory pressure (Max Pinsp) Indication of the machine status Rationale: regulatory requirement"
"FUN.54","Level of battery, i.e., the percentage of battery remain- ing."
"FUN.55","Power source: if the system is receiving power from the main supply, or if it is running on backup battery power."
"FUN.56","Value of the temperature inside the system unit is re- ported."
"FUN.57","Current status of the system (running/stopped, PCV/PSV) is reported."
"FUN.58","The remaining time for RM is displayed. 2.3 Values and ranges 2.3.1 Common values and ranges 15 2 System Requirements ID Requirement / Rationale Input Ref."
"PER.1","Positive End Expiratory Pressure (PEEP) The expiratory pressure valve is adjusted by hand to set the desired PEEP value. Default Range Step Size - 5-20 cm H2O continuous Rationale: This allows the alarm thresholds for the PEEP out-of-range to be set."
"PER.2","Fraction of inspired oxygen (FiO2) The desired FiO2 is manually set on the gas blender and reported on the GUI. Default Range Step Size - 21-100 (blender dependent) continuous Rationale: This allows the alarm thresholds for the FiO2 out-of-range to be set."
"PER.3","The user shall be able to start Recruitment Maneuver (RM). Note: Function shall be disabled in North Amer- ica set by the GUI, a Recruitment Maneuver shall start (see"
"PER.3.1","Before the start of procedure, the user shall be able to set the Pressure for the Recruitment Maneuver (PRM) Default Range Step Size 20 cmH2O 0-50 cm H2O ± 1 cm H2O"
"PER.3.2","Before the start of procedure, the user shall be able to set timer RM (Time for Recruitment Maneuver). Default Range Step Size 10 sec 1-30 sec ± 1 sec 2.3.2 Default values and ranges for PCV parameters ID Requirement / Rationale Input Ref. Control Settings in PCV: The following parameters take default values indicated in requirements"
"PER.4","- PER.7 and can be changed/controlled by the user in the allowed requirements indicated- PER.7Respiratory Rate (RRPCV ) Default Range Step Size 12 b/min 4-50 b/min 1 b/min"
"PER.5","I:E Ratio (I:EPCV ) Default Range Step Size 1:2 1:1 - 1:4 0.1 in E 16 2.3 Values and ranges"
"PER.6","Target inspiratory pressure (Pinsp PCV ) Default Range Step Size 15 cm H2O 2-50 cm H2O 1 cm H2O"
"PER.7","ITS Default Range Step Size 3 cm H2O/sec2 1-9 cm H2O/sec2 1 cm H2O/sec2 2.3.3 Default values and ranges for PSV parameters ID Requirement / Rationale Input Ref. Control Settings in PSV mode: The following parameters take default values indicated in re-"
"PER.8","- PER.14 and can be changed/controlled by the user in the allowed range- PER.14Target inspiratory pressure (Pinsp PSV ) Default Range Step Size 15 cm H2O 2-50 cm H2O 1 cm H2O"
"PER.9","Inhale trigger sensitivity (ITSPSV ) Default Range Step Size 3 cm H2O/sec2 1-9 cm H2O/sec2 1 cm H2O/sec2"
"PER.10","Expiratory trigger sensitivity (ETS) Default Range Step Size 30% 5-60% of peak flow 1%"
"PER.11","Apnea lag Default Range Step Size 30 sec 10-60 sec 1 sec Apnea backup PCV settings"
"PER.12","Respiratory Rate (RRAP ) Default Range Step Size - 4-50 b/min 1 b/min"
"PER.13","I:E Ratio (I:EAP ) Default Range Step Size 1:2 - -"
"PER.14","Target inspiratory pressure (Pinsp AP ) Default Range Step Size 0 cm H2O 2-50 cm H2O 1 cm H2O Rationale: Default value of Pinsp AP in the apnea backup is left unset to ensure that the user set it in PSV mode in case of apnea lag. 17 2 System Requirements 2.3.4 Default Alarm Thresholds Values and Ranges ID Requirement / Rationale Input Ref. Control Settings"
"PER.15","Max Pinsp ISO 80601- 2-12: Default Range Step Size 201.12.4.106 40 cm H2O 10-80 cm H2O 1 cm H2O"
"PER.16","Min Pinsp Default Range Step Size 50% of Pinsp 10-100% 10%"
"PER.17","Max PEEP Default Range Step Size - 3-23 cm H2O 1 cm H2O"
"PER.18","Min PEEP Default Range Step Size - 0-20 cm H2O 1 cm H2O"
"PER.19","Max Vtidal Default Range Step Size 990 mL 50-1500 mL 50 mL"
"PER.20","Min Vtidal Default Range Step Size 10 mL 10-1500 mL 10 mL"
"PER.21","Apnea lag Default Range Step Size 30 sec 10-60 sec 1 sec"
"PER.22","Max VE Default Range Step Size 80 slpm 2-80 slpm 1 slpm"
"PER.23","Min VE Default Range Step Size 2 slpm 2-80 slpm 1 slpm"
"PER.24","Min RR Default Range Step Size 4 b/min 4-50 b/min 1 b/min"
"PER.25","Max RR Default Range Step Size 50 b/min 4-50 b/min 1 b/min 18 2.4 Sensors and interfaces 2.4 Sensors and interfaces 2.4.1 Sensors air + oxygen air IN GB valve FI1 OS PS ins FI2 oxygen ventilator PS exp AC GUI OUT switch valve LED PEEP battery valve GB: gas blender with PS (pressure sensor) FI2: bidirectional flow from/to patient PS ins: pressure in the entrance to patient PS exp: pressure in the expiratory line OS: oxygen concetration sensor FI1: unidirectional flow of gas to the patient Figure 2.2: High level view of ventilator sensors 2.4.2 Interface between GUI and controller ID Requirement / Rationale Input Ref. The controller shall communicate the following parameters to the GUI when requested:"
"INT.1","Airway pressure (PAW) FUN.49"
"INT.2","Peak Pinsp FUN.44"
"INT.3","Measured Respiratory Rate (RR) FUN.43"
"INT.4","Temperature FUN.56"
"INT.5","VE FUN.47"
"INT.6","Vtidal FUN.46"
"INT.7","Oxygen concentration (FiO2) FUN.48"
"INT.8","PEEP FUN.45"
"INT.9","Battery power FUN.55"
"INT.10","Battery charge level FUN.54"
"INT.11","Remaining time for RM FUN.58"
"INT.12","Current Status of the ventilator (running/stopped, FUN.57 PCV/PSV) The GUI shall set the following parameters in the controller:"
"INT.13","RRPCV PER.4"
"INT.14","I:EPCV PER.5"
"INT.15","Pinsp PCV PER.6"
"INT.16","ITSPCV PER.7"
"INT.17","Pinsp PSV PER.8"
"INT.18","ITSPSV PER.9 19 2 System Requirements"
"INT.19","ETS PER.10"
"INT.20","Apnea lag PER.11"
"INT.21","RRAP PER.12"
"INT.22","Pinsp AP PER.14"
"INT.23","Max Pinsp PER.15"
"INT.24","Min Pinsp PER.16"
"INT.25","Min PEEP PER.18"
"INT.26","Max PEEP PER.17"
"INT.27","Max Vtidal exp PER.19"
"INT.28","Min Vtidal exp PER.20"
"INT.29","Max Vtidal insp PER.19"
"INT.30","Min Vtidal insp PER.20"
"INT.31","Max VE PER.21"
"INT.32","Min VE PER.22"
"INT.33","Min RR PER.24"
"INT.34","Max RR PER.25"
"INT.35","Start PCV FUN.19"
"INT.36","Stop PCV/PSV FUN.19,"
"INT.37","Start PSV FUN.24"
"INT.38","Expiratory Pause on FUN.28"
"INT.39","Expiratory Pause off FUN.28"
"INT.40","Inspiratory Pause on FUN.29"
"INT.41","Inspiratory Pause off FUN.29"
"INT.42","Recruitment Maneuver on PER.3"
"INT.43","Recruitment Maneuver off PER.3"
"INT.44","Pressure Recruitment Maneuver PER.3.1"
"INT.45","Maximum RM time PER.3.2 2.4.3 Interface between Hardware and Controller ID Requirement / Rationale Input Ref. The controller shall set the following parameters in the HW :"
"INT.46","The value of the proportional solenoid valve that controls the inspiratory pressure to the patient (IN valve). Rationale: the controller computes the value of the in valve to allow the patient the inspiration."
"INT.47","The value of the three-way simple solenoid valve used to control the pressure to the valve that permits patient expiratory breath (OUT valve). The port connected to the expiratory valve is normally open to the atmosphere. Rationale: the controller commands the out valve to allow the patient expiration."
"INT.48","The value of the LED when an alarm is raised/reset The controller shall get the values from the following sensors (HW):"
"INT.49","The digital spirometer flow sensor (FI1)."
"INT.50","The electronic oxygen sensor (0% - 100%) (OS)."
"INT.51","The differential pressure sensor to measure the flow to the patient (FI2). 20 2.5 Alarm requirements"
"INT.52","The sensor that measures the expiratory pressure near the patient (PEEP) (PS exp)."
"INT.53","The sensor that measures inspiratory pressure provided by the ventilator (PS ins)."
"INT.54","The sensor that measures the supply gas pressure to the ventilator (GB)."
"INT.55","Temperature"
"INT.56","Battery charge level"
"INT.57","Power supply type"
"INT.58","Fan Tachometer 2.5 Alarm requirements ID Requirement / Rationale Input Ref."
"SAV.1","The system shall raise an alarm of at least low priority ISO 80601- when the delivered oxygen concentration changes by more 2-12 than 3% volume of a user-controlled target FiO2 value. 201.12.4.101 Rationale: a drop of oxygen concentration might indicate a failing gas supply."
"SAV.2","The system shall raise various alarms when the primary ISO 80601-2- power source falls outside the range necessary to maintain 12 normal operation. (related to essential performance as 201.11.8.101 per Table 201.101 of the 80601-2-12) In particular: Rationale: regulatory requirement"
"SAV.2.1","Upon successful switchover to backup battery (at least ISO 80601- low priority). 2-12 201.11.8.101 (d1)"
"SAV.2.2","When the backup battery nears depletion, and at least 10 ISO 80601- min remain until the loss of ventilation at least a medium 2-12 priority alarm shall be raised. 201.11.8.101 (f1)"
"SAV.2.3","When the backup battery nears depletion, and at least 5 ISO 80601- min remain until the loss of ventilation the alarm shall be 2-12 escalated to high priority. 201.11.8.101 (f2)"
"SAV.4.1","The high airway pressure alarm condition delay shall not ISO 80601- exceed 200 ms and the ventilator shall: act to attempt to 2-12 cause the pressure to start to decline within that duration; 201.12.4.106 and act to prevent the pressure from continuing to rise. (g) 21 2 System Requirements"
"SAV.4.2","Whenever the high-pressure alarm condition occurs, the ISO 80601- ventilator shall, within no more than two respiratory cy- 2-12 cles or 15 s, whichever is less, reduce the airway pres- 201.12.4.106 sure to either: the atmospheric pressure; or the set PEEP (h) level."
"SAV.5","The system shall raise a PEEP alarm of at least medium ISO 80601- priority if the expiratory airway pressure falls below the 2-12 user-set low pressure alarm limit (Min PEEP). 201.12.4.107 ( c)"
"SAV.6","The system shall raise an alarm when the measured res- piratory rate is below a user-controlled value (Min RR)."
"SAV.7","The system shall raise an alarm when the measured res- piratory rate exceeds a user-controlled value (Max RR)."
"SAV.8","The system shall raise an alarm of at least medium pri- ISO 80601- ority when the expiratory tidal volume Vtidal is too low 2-12 (Min Vtidal ): patient is hypo-ventilating. 201.12.4.103.1 (f,g)"
"SAV.9","The system shall raise an alarm of at least medium pri- ISO 80601- ority when the expiratory tidal volume Vtidal is too high 2-12 (Max Vtidal ). 201.12.4.103.1 (f,g)"
"SAV.10","The system shall raise an alarm of at least low priority ISO 80601- when the input gas pressure is below 3.7 bar. 2-12 201.13.2.102 (C)"
"SAV.11","The system shall raise an alarm of at least low priority ISO 80601- when the input gas pressure exceeds 5.2 bar. 2-12 201.13.2.102 (c)"
"SAV.12","The system shall raise a high priority alarm when the ISO 80601- airway pressure measured near the input valve is below a 2-12 user-controlled value (Min Pinsp). 201.12.4.106 (b1) Obstruction in the inhale branch shall be raised if the PAW is out of range. Alarm condition PAW < Min Pinsp Priority HIGH Raised by Controller"
"SAV.13","The system shall raise a high priority alarm when the ISO 80601- airway pressure measured near the input valve exceeds a 2-12 user-controlled value (Max Pinsp). 201.12.4.106 (b1) limit. Alarm condition PAW > Max Pinsp Priority HIGH Raised by Controller"
"SAV.14","The system shall raise an alarm if there is significant leak- age in the gas circuit (200 ml/min at 50 cmH2O) Rationale: ISO 80601-2-12 201.102.7.1 (a) requires that there should not be unintended leakage in the patient breathing circuit of higher than (200 ml/min at 50 cmH2O). Therefor,e such a condition should generate an alarm."
"SAV.15.1","The alarm condition delay shall not exceed more than two ISO 80601- respiratory cycles or 5 s, whichever is greater. 2-12 201.12.4.108 (c)"
"SAV.15.2","Whenever the obstruction alarm condition occurs, the ISO 80601- ventilator shall, within no more than one respiratory cy- 2-12 cle, reduce the airway pressure to either atmospheric pres- 201.12.4.108 sure; or the set PEEP level. (d)"
"SAV.16","The system shall raise an alarm when the inspiratory flux is below a user-controlled value (Min VE)."
"SAV.17","The system shall raise an alarm when the inspiratory flux exceeds a user-controlled value (Max VE)."
"SAV.18","The system shall raise an alarm of at least medium pri- ISO 80601- ority when the expiratory flux is below a user-controlled 2-12 value (Min VE). 201.12.4.103 (f2) Alarm condition VE< Min VE Priority HIGH Raised by Controller"
"SAV.19","The system shall raise an alarm of least medium priority ISO 80601- when the expiratory flux exceeds a user-controlled value 2-12 (Max VE). 201.12.4.103 (f1) (VE) exceeds Max VE. Alarm condition VE > Max VE Priority MEDIUM Raised by Controller"
"SAV.20","The system shall raise an alarm of least medium priority ISO 80601- if peak inspiratory pressure is 3 cmH2O below the PEEP 2-12 value. 201.12.4.109"
"SAV.21","The system shall raise an alarm if the internal tempera- ISO 60601-1 ture of the system exceeds 75◦C. 13.1."
"SAV.22","The system shall alarm for apnea (Apnea lag) in PSV mode. Rationale: required to ensure that patient on PSV who stops breathing is attended to"
"SAV.23","The system shall raise an alarm in case of a GUI fail- ure (e.g. GUI freezes) or loss of communication between Controller and GUI. between controller and GUI is lost, or in case of a GUI failure. Alarm condition No communication between con- troller and GUI Priority HIGH Raised by Controller tween controller and GUI is lost, or in case of a Controller failure. Alarm condition No communication between con- troller and GUI Priority HIGH Raised by GUI"
"SAV.24","The system shall raise PEEP alarm of at least medium ISO 80601- priority if the expiratory airway pressure exceeds the user- 2-12 set desired pressure PEEP alarm limit (Max PEEP). (re- 201.12.4.107 lated to essential performance as per Table 201.101 of the 80601-2-12)"
"SAV.24.1","The alarm condition delay for high PEEP alarm condition ISO 80601-2- shall not exceed the duration of three inflations. 12 201.12.4.107 (d)"
"SAV.25","The ventilator shall be equipped with an alarm system ISO 80601- that detects a technical alarm condition to indicate when 2-12 conditions in the patient breathing circuit reach the alarm 201.12.4.109 limit (Min PEEP) for disconnection. (related to essential performance as per Table 201.101 of the 80601-2-12) that detects a technical alarm condition to indicate when conditions in the ventilator reach the alarm limit for dis- connection. Alarm condition PEEP < Min PEEP Priority HIGH Raised by Controller"
"SAV.26","The system shall alarm in case the communication of the controller with any of the sensors is lost 23 3 GUI Requirements abort test or runSelfTest set param powerOff SelfTest Settings save/goBack new Patient [ventilation=off] Start-up start-up ended [ventilation=off] selftestPassed save/goBack set param [ventilation=on] powerOn start-up ended startPCV Start Menu Ventilation powerOff [ventilation=on] startPSV resume ventilation stopVentilation powerOff powerOff powerOff Figure 3.1: GUI state machine ID Requirement / Rationale Input Ref. between controller and sensor pressure is lost. Alarm condition No communication between con- troller and sensor prssure Priority HIGH Raised by Controller between controller and oxygen sensor (OS) is lost. Alarm condition No communication between con- troller and oxygen sensor Priority HIGH Raised by Controller 50 5.1 Alarm list between controller and sensor flux (FI2) is lost. Alarm condition No communication between con- troller and sensor flux Priority HIGH Raised by Controller between controller and gas flow sensor (FI1) is lost. Alarm condition No communication between Con- troller and sens FI2 Priority MEDIUM Raised by Controller"
"GUI.1","GUI shall implement the following modes (see Figure 3.1): FUN.4"
"GUI.1.1","Start-up Mode: In start-up mode the GUI initializes itself with default configuration parameters. Start-up mode is completed once start-up parameter validation and initial- ization have been completed."
"GUI.1.3","Menu Mode: allows the user to set parameters and start the ventilation."
"GUI.1.4","Self Test Mode: allows the user to perform a sequence of tests."
"GUI.1.5","Ventilation Mode: the GUI is monitoring and controlling the ventilation of the patient. Start-up Mode: In start-up mode the GUI initializes itself with default configuration param- eters."
"GUI.2","The transition from Start-up Mode to Ventilation occurs FUN.10 if the GUI finds that the controller is already running in ventilation mode. In this case, when exiting the start-up mode, it resumes the ventilation Rationale: the GUI may have crashed while the controller keeps ventilating. When the GUI is restarted, it resumes its operation reading the settings from the controller."
"GUI.3","The transition from Start-up Mode to Start shall occur FUN.10 once the configurations have been loaded and the con- troller is not running in ventilation. Start Mode: In start mode, the user can resume ventilation or start ventilation on a new patient. 25 3 GUI Requirements"
"GUI.5","The transition from Start to Menu shall occur if the doc- FUN.10 tor decides to resume ventilation and the system has not been powered off for more than 15 minutes. Rationale: the clinician wants to resume the ventilation of the connected patient, without performing the self-test procedures. Menu Mode: Menu mode allows the user to select different activities"
"GUI.7","The transition from Menu to Ventilation shall occur when FUN.4 the Self-test is passed if required (new patient connected), and the clinician wants to proceed with the ventilation."
"GUI.9","The transition from Self Test to Menu shall occur if the FUN.6 test passes."
"GUI.112","The GUI shall remain in Self-Test mode if the user inter- rupts the self-test procedure."
"GUI.113","The GUI shall remain in Self-Test mode if the self-test has been interrupted and the user runs again the self-test procedure. Ventilation Mode: During Ventilation mode, the patient is ventilated."
"GUI.109","The transition from Settings to Ventilation shall occur if the ventilator is ventilating and the operator has finished setting the parameters."
"GUI.110","The transition from Settings to Menu shall occur if the ventilation is off and the operator has finished setting the parameters. 3.1 Start-up Mode ID Requirement / Rationale Input Ref."
"GUI.11","The GUI shall be able to test the communication with FUN.5.1 the Controller. 26 3.1 Start-up Mode"
"GUI.12","If the Controller is not ventilating, when start-up is fin- FUN.4 ished, the GUI shall be able to move to Start Mode."
"GUI.13","If Controller is ventilating: Rationale: if the GUI starts and the Controller is already ventilating the GUI shall be able to display the informa- tion of the ventilation. This can happen e.g. if the GUI crashes while running ventilation and then it is restarted."
"GUI.13.1","The GUI shall be able to update parameter settings with values read from the Controller."
"GUI.13.2","The GUI shall be able to immediately move to the main ventilation screen (Ventilation Mode) after having loaded parameters from the Controller."
"GUI.13.3","The ventilation is assumed to be running (the GUI is showing that ventilation is in progress)."
"GUI.14","The GUI shall be able to check system memory. FUN.5.1"
"GUI.15","The patient shall not be connected to the breathing cir- FUN.5.3 cuit when the system is powered on and through start-up and self-test, a warning message shall be displayed at sys- tem startup. 3.1.1 Start-up Configuration Parameters A set of default values for all parameters shall be provided and loaded from a configuration file on the machine when it is turned on. The default values are in Chapter 2. ID Requirement / Rationale Input Ref. PCV mode"
"GUI.16","Respiratory Rate (RRPCV ) PER.4"
"GUI.17","I:E Ratio (I:EPCV ) PER.5"
"GUI.18","Target inspiratory pressure (Pinsp PCV ) PER.6"
"GUI.19","Inhale trigger sensitivity (ITSPCV ) PER.7 PSV mode"
"GUI.20","Target inspiratory pressure (Pinsp PSV ) PER.8"
"GUI.21","Inhale trigger sensitivity (ITSPSV ) PER.9"
"GUI.22","Expiratory trigger sensitivity (ETS) PER.10"
"GUI.23","Apnea lag PER.11 Apnea backup"
"GUI.24","Respiratory Rate (RRAP ) PER.12"
"GUI.25","I:E Ratio (I:EAP ) PER.13"
"GUI.26","Target inspiratory pressure (Pinsp AP ) PER.14 Alarm thresholds"
"GUI.27","Max Pinsp PER.15 Rationale: Max Pinsp is the maximum value for PAW be- fore the alarm is generated"
"GUI.28","Min Pinsp PER.16 Rationale: Min Pinsp is the minimum value for PAW be- fore the alarm is generated"
"GUI.29","Max Vtidal exp PER.19 27 3 GUI Requirements"
"GUI.30","Min Vtidal exp PER.20"
"GUI.31","Max Vtidal insp PER.19"
"GUI.32","Min Vtidal insp PER.20"
"GUI.33","Min VE PER.23"
"GUI.34","Max VE PER.22"
"GUI.35","Min RR PER.24"
"GUI.36","Max RR PER.25"
"GUI.37","Min PEEP PER.18"
"GUI.38","Max PEEP PER.17 RM parameters"
"GUI.39","Pressure for the Recruitment Maneuver (PRM) PER.3.1"
"GUI.40","Time for Recruitment Maneuver (timer RM) PER.3.2 Constant parameters"
"GUI.41","Maximum duration of Inspiratory Pause FUN.29"
"GUI.42","Maximum duration of Expiratory Pause FUN.28"
"GUI.43","The time between the end of the inspiratory phase and the start of the trigger window (triggerWindowDelay) = 0.7 sec Rationale: This time window is required to allow the pres- sure going from Pinsp to PEEP at the end of inspiration phase."
"GUI.44","Maximum inspiratory time in PSV mode (max insp time psv) = 7 sec Rationale: it is required to avoid the patient staying infinitely in inspiration phase if flow drop is not detected"
"CONT.33",") 3.2 Start Mode ID Requirement / Rationale Input Ref.When the inspiratory flow (VE) drops below a fraction FUN.26 of the peak flow (Expiratory Trigger Setting (ETS)) of a given breath (i.e., it yields the condition VE<ETS*Peak VE), the ventilator shall stop providing pressure allowing exhalation."
"GUI.45","The user shall be able to resume the ventilation: FUN.10"
"GUI.45.1","The GUI shall be able to move to “Menu”. FUN.10"
"GUI.45.2","When resuming ventilation, the GUI shall be able to FUN.10 load setting parameters from the last known configura- tion saved by the system and stored in the system. This configuration is protected by a md5 file to guarantee that the settings are not corrupted. Before loading, the GUI checks the integrity of the file."
"GUI.45.3","The user shall be able to select a new patient. The GUI FUN.10 shall move to “Self-test”."
"GUI.46","The GUI requires a configuration file. Upon detecting that a configuration file does not exist, the application shall report the failure condition and terminate. Rationale: the ventilator requires a configuration file for initialization."
"GUI.46.1","The GUI shall be able to load parameters from the default FUN.10 configuration file. 28 3.3 Menu Mode"
"GUI.46.2","The user shall be able to enter user controlled parameters FUN.10 for ventilation and alarm at the beginning of the normal ventilation mode that is chosen. 3.3 Menu Mode ID Requirement / Rationale Input Ref."
"GUI.47","DELETED"
"GUI.48","The user shall be able to set the parameters for ventila- FUN.6 tion. If the user selects to change the settings, the GUI shall be able to move to the settings state in the ventila- tion mode only if self test has been passed if it is required (“new patient” was selected)"
"GUI.49","The user shall be able to proceed to ventilation only if the FUN.6 self test has been passed, if it is required (“new patient” was selected)."
"GUI.50","The user shall be able to start the self-test procedure from FUN.6 the self-test mode menu."
"GUI.50.1","The user shall be able to interrupt the self-test procedure FUN.6.2 and return to the main screen of self-test mode."
"GUI.50.3","Only after the self-test procedure is successfully com- FUN.6.2 pleted, the user shall be able to proceed to return to the Menu Mode. 3.5 Ventilation Mode ID Requirement / Rationale Input Ref."
"GUI.51","When the GUI enters the Ventilation mode, it shall be able to show the real time data coming from the controller Rationale: this is the main screen containing all the data coming from the controller 29 3 GUI Requirements"
"GUI.52","The Ventilation mode shall implement the following modes (see Figure 3.1): 1. Show Real Time Data Mode: display health parame- ters 2. Settings Mode: update and display setting parameters 3. Frozen view Mode: allow the user to freeze the screen and analyse waveforms in detailed 4. Alarm Settings Mode: allow the user to perform a se- quence of tests"
"GUI.53","The GUI shall be able to show the alarms when they are FUN.38 raised."
"GUI.54","The user shall be able to snooze an alarms when they have been raised. Rationale: the user is able to snooze alarms when they are raised by the system"
"GUI.55","The user shall be able to lock the GUI; it will never lock itself automatically. Rationale: the user must lock the GUI to avoid mistakes when he has to clean the ventilator"
"GUI.56","The user shall be able to unlock the GUI, it will never unlock itself automatically. Rationale: the user must unlock the GUI when he has finished ventilator cleaning procedure"
"GUI.57","The user shall be able to enter the PIN to unlock the GUI. Rationale: a pin is necessary to unlock the GUI to be sure that the user wants to unlock it. Only holding a button is not enough because it can be done accidentally."
"GUI.58","The user shall be able to start the inspiratory pause by FUN.29 pushing and holding a GUI button. The inspiratory pause shall end when the button is released or no later than 40 sec after initiation."
"GUI.59","The user shall be able to start the expiratory pause by FUN.28 pushing and holding a GUI button. The expiratory pause shall end when the button is released or no later than 60 sec after initiation"
"GUI.60","Expiratory and inspiratory pause buttons shall both be FUN.28 disabled for 1 minute after the end of a pause. 3.6 Show Real Time Data Mode ID Requirement / Rationale Input Ref."
"GUI.61","The user shall be able to start ventilation in PCV or PSV by pressing a start button. Rationale: the user can choose the ventilation mode."
"GUI.61.1","The user shall be able to change ventilation mode (PCV FUN.23 or PSV) even if the machine is already ventilating. 30 3.6 Show Real Time Data Mode"
"GUI.61.2","If ventilation is on, the system shall ask the user for confir- FUN.23 mation/setting of PSV parameters (Pinsp PSV , ITSPSV , ETS) and apnea parameters (apnea lag, Pinsp AP and RRAP ) when a PCV to PSV switch is initiated by the user. Until that has happened the PCV ventilation shall continue."
"GUI.61.3","Before running the PSV mode for the first time for a given FUN.27.2 patient, the user shall set the Apnea backup settings."
"GUI.61.4","The GUI shall ask for a confirmation when start mode is FUN.23.1 requested."
"GUI.62","The user shall be able to stop ventilation by pressing a stop button if running. Rationale: if the user wants to stop the ventilation in PCV or PSV mode he can do it under his responsibility."
"GUI.62.1","The GUI shall ask for a confirmation when a stop is re- quested."
"GUI.63","The user shall be able to freeze the monitored waveforms for further inspection while ventilation continues. The GUI will move to the Frozen mode. Rationale: this functionality is required to analyse in de- tail the waveforms values."
"GUI.64","The user shall be able to change the alarm settings. FUN.39"
"GUI.65","The user shall be able to change the settings of the user- FUN.10 controlled ventilation parameters. The GUI shall be able to display the following information. ID Requirement / Rationale Input Ref."
"GUI.66","The GUI shall be able to always show current active alarms Values measured and displayed by the ventilator for the patient"
"GUI.67","Respiratory rate (RR) of the patient measured by the FUN.43 ventilator, in units of breaths per minute (bpm)."
"GUI.68","Peak inspiratory pressure (Peak Pinsp) measured for the FUN.44 most recent breath."
